state,county,plant_name,owner_name,unit,EIA,EIA_proposed,NEEDS,NESHAP
Indiana,Tippecanoe,Primary Products Ingredients Americas,"Primary Products Ingredients Americas, LLC (formerly Tate & Lyle)",2,FALSE,FALSE,FALSE,TRUE
Indiana,Tippecanoe,Primient,NA,1,TRUE,FALSE,FALSE,FALSE
Indiana,Tippecanoe,Primient,NA,2,TRUE,FALSE,FALSE,FALSE
Indiana,Tippecanoe,Purdue CHP,"Duke Energy Indiana, LLC",1,TRUE,FALSE,TRUE,FALSE
Kansas,Kiowa,Northern Natural Gas Co - Mullinville,NORTHERN NATURAL GAS CO,1,FALSE,FALSE,FALSE,TRUE
Kansas,Rice,"Kansas Ethanol, LLC","Kansas Ethanol, LLC",1,TRUE,FALSE,TRUE,FALSE
Kansas,Rice,Northern Natural Gas Co - Bushton,NORTHERN NATURAL GAS CO,1,FALSE,FALSE,FALSE,TRUE
Kentucky,Breckinridge County,Texas Gas Trans LLC,Texas Gas Trans LLC,1,FALSE,FALSE,FALSE,TRUE
Kentucky,Powell County,TN Gas Pipeline Co LLC - Station 106,TN Gas Pipeline Co LLC - Station 106,1,FALSE,FALSE,FALSE,TRUE
Kentucky,Powell County,TN Gas Pipeline Co LLC - Station 106,TN Gas Pipeline Co LLC - Station 106,2,FALSE,FALSE,FALSE,TRUE
Louisiana,Acadia Parish,Columbia Gulf Transmission Co - Rayne Compressor Station,COLUMBIA GULF TRANSMISSION,1,FALSE,FALSE,FALSE,TRUE
Louisiana,Acadia Parish,Columbia Gulf Transmission Co - Rayne Compressor Station,COLUMBIA GULF TRANSMISSION,2,FALSE,FALSE,FALSE,TRUE
Louisiana,Ascension,Geismar,NA,1,FALSE,TRUE,FALSE,FALSE
Louisiana,Calcasieu,Lake Charles Power,Entergy Services LLC,1,TRUE,FALSE,TRUE,FALSE
Louisiana,Calcasieu,Lake Charles Power,Entergy Services LLC,2,TRUE,FALSE,TRUE,FALSE
Louisiana,Calcasieu,Lake Charles Power,Entergy Services LLC,3,TRUE,FALSE,TRUE,FALSE
Louisiana,Cameron Parish,Cameron LNG,Cameron LNG,1,FALSE,FALSE,FALSE,TRUE
Louisiana,Cameron Parish,Cameron LNG,Cameron LNG,2,FALSE,FALSE,FALSE,TRUE
