state,county,plant_name,owner_name,unit,EIA,EIA_proposed,NEEDS,NESHAP
Louisiana,Cameron Parish,Cameron LNG,Cameron LNG,3,FALSE,FALSE,FALSE,TRUE
Louisiana,Cameron Parish,Cameron LNG,Cameron LNG,4,FALSE,FALSE,FALSE,TRUE
Louisiana,Cameron Parish,Cameron LNG,Cameron LNG,5,FALSE,FALSE,FALSE,TRUE
Louisiana,Cameron Parish,Cameron LNG,Cameron LNG,6,FALSE,FALSE,FALSE,TRUE
Louisiana,Cameron Parish,Cameron LNG,Cameron LNG,7,FALSE,FALSE,FALSE,TRUE
Louisiana,Cameron Parish,Cameron LNG,Cameron LNG,8,FALSE,FALSE,FALSE,TRUE
Louisiana,Cameron Parish,Cameron LNG,Cameron LNG,9,FALSE,FALSE,FALSE,TRUE
Louisiana,Cameron Parish,Cameron LNG,Cameron LNG,10,FALSE,FALSE,FALSE,TRUE
Louisiana,DeSoto,Mansfield Mill,NA,1,TRUE,FALSE,FALSE,FALSE
Louisiana,Iberville,Plaquemine Cogeneration Plant,NA,1,FALSE,TRUE,FALSE,FALSE
Louisiana,Iberville,Plaquemine Cogeneration Plant,NA,2,FALSE,TRUE,FALSE,FALSE
Louisiana,Orleans,New Orleans Power,Entergy New Orleans Inc,1,TRUE,FALSE,TRUE,FALSE
Louisiana,St Charles,St. Charles Power Station (LA),Entergy Services LLC,1,TRUE,FALSE,TRUE,FALSE
Louisiana,St Charles,St. Charles Power Station (LA),Entergy Services LLC,2,TRUE,FALSE,TRUE,FALSE
Louisiana,St Charles,St. Charles Power Station (LA),Entergy Services LLC,3,TRUE,FALSE,TRUE,FALSE
Louisiana,Washington,Washington Parish Energy Center,Entergy Louisiana LLC,1,TRUE,FALSE,TRUE,FALSE
Louisiana,Washington,Washington Parish Energy Center,Entergy Louisiana LLC,2,TRUE,FALSE,TRUE,FALSE
Maryland,Cecil,Wildcat Point Generation Facility,Old Dominion Electric Coop,1,TRUE,FALSE,TRUE,FALSE
Maryland,Cecil,Wildcat Point Generation Facility,Old Dominion Electric Coop,2,TRUE,FALSE,TRUE,FALSE
Maryland,Cecil,Wildcat Point Generation Facility,Old Dominion Electric Coop,3,TRUE,FALSE,TRUE,FALSE
Maryland,Howard,Maryland Bioenergy Center (Jessup),Bioenergy DevCo,1,TRUE,FALSE,TRUE,FALSE
Maryland,Howard County,Transcontinental Gas Pipeline,Transcontinental Gas Pipeline,1,FALSE,FALSE,FALSE,TRUE
Maryland,Montgomery,NIH Cogeneration Facility,Pepco Energy Services Inc,1,TRUE,FALSE,TRUE,FALSE
Maryland,Prince Georges,Keys Energy Center,PSEG Keys Energy Center LLC,1,TRUE,FALSE,TRUE,FALSE
Maryland,Prince Georges,Keys Energy Center,PSEG Keys Energy Center LLC,2,TRUE,FALSE,TRUE,FALSE
Maryland,Prince Georges,Keys Energy Center,PSEG Keys Energy Center LLC,3,TRUE,FALSE,TRUE,FALSE
Massachusetts,Barnstable,Canal,Canal 3 Generating LLC,1,TRUE,FALSE,TRUE,FALSE
Massachusetts,Barnstable,Canal Generating Station,NRG,1,FALSE,FALSE,FALSE,TRUE
Massachusetts,Essex,MMWEC Simple Cycle Gas Turbine,NA,1,FALSE,TRUE,FALSE,FALSE
Massachusetts,Essex,Salem Harbor Power Development LP,Footprint Power Salem Harbor Operations LLC,1,TRUE,FALSE,TRUE,FALSE
Massachusetts,Essex,Salem Harbor Power Development LP,Footprint Power Salem Harbor Operations LLC,2,TRUE,FALSE,TRUE,FALSE
Massachusetts,Essex,Salem Harbor Power Development LP,Footprint Power Salem Harbor Operations LLC,3,TRUE,FALSE,TRUE,FALSE
Massachusetts,Essex,Salem Harbor Power Development LP,Footprint Power Salem Harbor Operations LLC,4,TRUE,FALSE,TRUE,FALSE
Massachusetts,Middlesex,Mass Inst Tech Cntrl Utilities/Cogen Plt,NA,1,TRUE,FALSE,FALSE,FALSE
Massachusetts,Middlesex,Mass Inst Tech Cntrl Utilities/Cogen Plt,NA,2,TRUE,FALSE,FALSE,FALSE
Massachusetts,Nantucket,Nantucket Hybrid,Nantucket Electric Co,1,TRUE,FALSE,TRUE,FALSE
Massachusetts,Norfolk,Exelon West Medway II LLC,West Medway II LLC,1,TRUE,FALSE,TRUE,FALSE
Massachusetts,Norfolk,Exelon West Medway II LLC,West Medway II LLC,2,TRUE,FALSE,TRUE,FALSE
Massachusetts,Worcester,Norton Powerhouse 2,Norton Powerhouse 2,1,TRUE,FALSE,TRUE,FALSE
Michigan,Calhoun,MEC North,NA,1,FALSE,TRUE,FALSE,FALSE
Michigan,Calhoun,MEC South,NA,1,FALSE,TRUE,FALSE,FALSE
Michigan,Cass,Indeck Niles Energy Center,KOSPO USA,1,TRUE,FALSE,TRUE,FALSE
Michigan,Cass,Indeck Niles Energy Center,KOSPO USA,2,TRUE,FALSE,TRUE,FALSE
Michigan,Cass,Indeck Niles Energy Center,KOSPO USA,3,TRUE,FALSE,TRUE,FALSE
Michigan,Eaton,Delta Energy Park,Lansing Board of Water and Light,1,TRUE,FALSE,TRUE,FALSE
Michigan,Eaton,Delta Energy Park,Lansing Board of Water and Light,2,TRUE,FALSE,TRUE,FALSE
Michigan,Eaton,Delta Energy Park,Lansing Board of Water and Light,3,TRUE,FALSE,TRUE,FALSE
Michigan,Eaton,Delta Energy Park,Lansing Board of Water and Light,4,TRUE,FALSE,TRUE,FALSE
Michigan,Oakland County,DTE Gas Milford Compressor Station,DTE Energy,1,FALSE,FALSE,FALSE,TRUE
Michigan,Oakland County,DTE Gas Milford Compressor Station,DTE Energy,2,FALSE,FALSE,FALSE,TRUE
Michigan,Oakland County,DTE Gas Milford Compressor Station,DTE Energy,3,FALSE,FALSE,FALSE,TRUE
Michigan,Saint Clair County,DTE Gas Belle River Mills Compressor Station,DTE Energy,1,FALSE,FALSE,FALSE,TRUE
Michigan,Saint Clair County,DTE Gas Belle River Mills Compressor Station,DTE Energy,2,FALSE,FALSE,FALSE,TRUE
Michigan,St Clair,Blue Water Energy Center,DTE Energy Co,1,TRUE,FALSE,TRUE,FALSE
Michigan,St Clair,Blue Water Energy Center,DTE Energy Co,2,TRUE,FALSE,TRUE,FALSE
Michigan,St Clair,Blue Water Energy Center,DTE Energy Co,3,TRUE,FALSE,TRUE,FALSE
Michigan,Washtenaw,East. Michigan Univ. Heating Plant,NA,1,TRUE,FALSE,FALSE,FALSE
Michigan,Washtenaw,University of Michigan,University of Michigan,1,TRUE,FALSE,TRUE,FALSE
Michigan,Washtenaw County,DTE Gas - Willow Run Compressor Station,DTE Energy,1,FALSE,FALSE,FALSE,TRUE
Michigan,Washtenaw County,University of Michigan,University of Michigan,1,FALSE,FALSE,FALSE,TRUE
Michigan,Wayne,Dearborn Energy Center,DTE Electric Company,1,TRUE,FALSE,TRUE,FALSE
Michigan,Wayne,Dearborn Energy Center,DTE Electric Company,2,TRUE,FALSE,TRUE,FALSE
Michigan,Wayne,Dearborn Energy Center,DTE Electric Company,3,TRUE,FALSE,TRUE,FALSE
Minnesota,Blue Earth,Mankato Energy Center,Mankato Energy Center LLC,1,TRUE,FALSE,TRUE,FALSE
Minnesota,Dakota,Black Dog,Northern States Power Co (Minnesota),1,TRUE,FALSE,TRUE,FALSE
Minnesota,Dakota,"Flint Hills Resources Pine Bend, LLC","Flint Hills Resources Pine Bend, LLC",1,TRUE,FALSE,TRUE,FALSE
Minnesota,Dakota,"Flint Hills Resources Pine Bend, LLC","Flint Hills Resources Pine Bend, LLC",2,TRUE,FALSE,TRUE,FALSE
Mississippi,Hinds,Hinds Energy Facility,Entergy Mississippi LLC,1,TRUE,FALSE,TRUE,FALSE
Mississippi,Lamar,R D Morrow,NA,1,FALSE,TRUE,FALSE,FALSE
Mississippi,Lamar,R D Morrow,NA,2,FALSE,TRUE,FALSE,FALSE
Mississippi,Smith,Georgia-Pacific Taylorsville Plywood,NA,1,TRUE,FALSE,FALSE,FALSE
Mississippi,Smith County,"Georgia-Pacific Wood Products LLC, Taylorsville","Georgia-Pacific Wood Products LLC, Taylorsville",1,FALSE,FALSE,FALSE,TRUE
Nebraska,Gage,Northern Natural Gas Co - Beatrice,NORTHERN NATURAL GAS CO,1,FALSE,FALSE,FALSE,TRUE
Nebraska,Gage,Northern Natural Gas Co - Beatrice,NORTHERN NATURAL GAS CO,2,FALSE,FALSE,FALSE,TRUE
Nebraska,Sarpy,Turtle Creek,NA,1,FALSE,TRUE,FALSE,FALSE
Nebraska,Sarpy,Turtle Creek,NA,2,FALSE,TRUE,FALSE,FALSE
Nevada,Clark,Silverhawk,NA,1,FALSE,TRUE,FALSE,FALSE
Nevada,Clark,Silverhawk,NA,2,FALSE,TRUE,FALSE,FALSE
New Jersey,Hudson,Bayonne Energy Center,Bayonne Energy Center LLC,1,TRUE,FALSE,TRUE,FALSE
New Jersey,Hudson,Bayonne Energy Center,Bayonne Energy Center LLC,2,TRUE,FALSE,TRUE,FALSE
New Jersey,Mercer,Bristol Myers Squibb Lawrenceville,Bristol-Myers Squibb Co,1,TRUE,FALSE,TRUE,FALSE
New Jersey,Middlesex,PSEG Sewaren Generating Station,PSEG Fossil LLC,1,TRUE,FALSE,TRUE,FALSE
New Jersey,Middlesex,PSEG Sewaren Generating Station,PSEG Fossil LLC,2,TRUE,FALSE,TRUE,FALSE
New Mexico,San Juan,NTEC Gas Plant,NA,1,FALSE,TRUE,FALSE,FALSE
New Mexico,San Juan,NTEC Gas Plant,NA,2,FALSE,TRUE,FALSE,FALSE
New Mexico,San Juan,NTEC Gas Plant,NA,3,FALSE,TRUE,FALSE,FALSE
New York,Albany,Albany Medical Ctr Cogen Plant,NA,1,TRUE,FALSE,FALSE,FALSE
New York,Dutchess,Cricket Valley Energy,Cricket Valley Energy Center LLC,1,TRUE,FALSE,TRUE,FALSE
New York,Dutchess,Cricket Valley Energy,Cricket Valley Energy Center LLC,2,TRUE,FALSE,TRUE,FALSE
New York,Dutchess,Cricket Valley Energy,Cricket Valley Energy Center LLC,3,TRUE,FALSE,TRUE,FALSE
New York,Dutchess,Cricket Valley Energy,Cricket Valley Energy Center LLC,4,TRUE,FALSE,TRUE,FALSE
New York,Dutchess,Cricket Valley Energy,Cricket Valley Energy Center LLC,5,TRUE,FALSE,TRUE,FALSE
New York,Dutchess,Cricket Valley Energy,Cricket Valley Energy Center LLC,6,TRUE,FALSE,TRUE,FALSE
New York,Herkimer County,TGP COMPRESSOR STATION 245 (West Winfield),TENNESSEE GAS PIPELINE CO,1,FALSE,FALSE,FALSE,TRUE
New York,Orange,CPV Valley Energy Center,CPV Valley LLC,1,TRUE,FALSE,TRUE,FALSE
New York,Orange,CPV Valley Energy Center,CPV Valley LLC,2,TRUE,FALSE,TRUE,FALSE
New York,Orange,CPV Valley Energy Center,CPV Valley LLC,3,TRUE,FALSE,TRUE,FALSE
New York,Orange,TBE-Montgomery LLC,NA,1,FALSE,TRUE,FALSE,FALSE
New York,Orange,TBE-Montgomery LLC,NA,2,FALSE,TRUE,FALSE,FALSE
North Carolina,Buncombe,Asheville,Duke Energy Progress,1,TRUE,FALSE,TRUE,FALSE
North Carolina,Buncombe,Asheville,Duke Energy Progress,2,TRUE,FALSE,TRUE,FALSE
North Carolina,Buncombe,Asheville,Duke Energy Progress,3,TRUE,FALSE,TRUE,FALSE
North Carolina,Buncombe,Asheville,Duke Energy Progress,4,TRUE,FALSE,TRUE,FALSE
North Carolina,Cleveland,Kings Mountain Energy Center,NTE Energy LLC,1,TRUE,FALSE,TRUE,FALSE
North Carolina,Cleveland,Kings Mountain Energy Center,NTE Energy LLC,2,TRUE,FALSE,TRUE,FALSE
North Carolina,Lincoln,Lincoln Combustion,NA,1,FALSE,TRUE,FALSE,FALSE
North Carolina,Wake,NCSU CCUP Cogeneration Plant,North Carolina State University,1,TRUE,FALSE,TRUE,FALSE
North Dakota,McKenzie,Lonesome Creek Station,Basin Electric Power Coop,1,TRUE,FALSE,TRUE,FALSE
North Dakota,Morton,R M Heskett,NA,1,FALSE,TRUE,FALSE,FALSE
North Dakota,Williams,Pioneer Generation Station,NA,1,FALSE,TRUE,FALSE,FALSE
North Dakota,Williams,Pioneer Generation Station,NA,2,FALSE,TRUE,FALSE,FALSE
Ohio,Butler,Middletown Energy Center,Ohio Power Partners LLC,1,TRUE,FALSE,TRUE,FALSE
Ohio,Butler,Middletown Energy Center,Ohio Power Partners LLC,2,TRUE,FALSE,TRUE,FALSE
Ohio,Columbiana,South Field Energy,"South Field Energy, LLC",1,TRUE,FALSE,TRUE,FALSE
Ohio,Columbiana,South Field Energy,"South Field Energy, LLC",2,TRUE,FALSE,TRUE,FALSE
Ohio,Columbiana,South Field Energy,"South Field Energy, LLC",3,TRUE,FALSE,TRUE,FALSE
Ohio,Columbiana,South Field Energy,"South Field Energy, LLC",4,TRUE,FALSE,TRUE,FALSE
Ohio,Guernsey,Guernsey Power Station,NA,1,FALSE,TRUE,FALSE,FALSE
Ohio,Guernsey,Guernsey Power Station,NA,2,FALSE,TRUE,FALSE,FALSE
Ohio,Guernsey,Guernsey Power Station,NA,3,FALSE,TRUE,FALSE,FALSE
Ohio,Monroe,Long Ridge Energy Generation,Long Ridge Energy Generation LLC,1,TRUE,FALSE,TRUE,FALSE
Ohio,Trumbull,"Clean Energy Future-Lordstown, LLC",Clean Energy Future Lordstown LLC,1,TRUE,FALSE,TRUE,FALSE
Ohio,Trumbull,"Clean Energy Future-Lordstown, LLC",Clean Energy Future Lordstown LLC,2,TRUE,FALSE,TRUE,FALSE
Ohio,Trumbull,"Clean Energy Future-Lordstown, LLC",Clean Energy Future Lordstown LLC,3,TRUE,FALSE,TRUE,FALSE
Ohio,Trumbull,Trumbull Energy Center,NA,1,FALSE,TRUE,FALSE,FALSE
Ohio,Trumbull,Trumbull Energy Center,NA,2,FALSE,TRUE,FALSE,FALSE
Ohio,Trumbull,Trumbull Energy Center,NA,3,FALSE,TRUE,FALSE,FALSE
Ohio,Warren County,Texas Eastern Transmission - Lebanon (1483060328),Texas Eastern Transmission - Lebanon (1483060328),1,FALSE,FALSE,FALSE,TRUE
Oklahoma,Mayes,GREC,NA,1,FALSE,TRUE,FALSE,FALSE
Pennsylvania,Beaver,Shell Chemical Appalachia LLC,Shell Chemical Appalachia LLC,1,TRUE,FALSE,TRUE,FALSE
Pennsylvania,Beaver,Shell Chemical Appalachia LLC,Shell Chemical Appalachia LLC,2,TRUE,FALSE,TRUE,FALSE
Pennsylvania,Beaver,Shell Chemical Appalachia LLC,Shell Chemical Appalachia LLC,3,TRUE,FALSE,TRUE,FALSE
Pennsylvania,Beaver,Shell Chemical Appalachia LLC,Shell Chemical Appalachia LLC,4,TRUE,FALSE,TRUE,FALSE
Pennsylvania,Beaver,Shell Chemical Appalachia LLC,Shell Chemical Appalachia LLC,5,TRUE,FALSE,TRUE,FALSE
Pennsylvania,Berks,Birdsboro Power,Birdsboro Power LLC,1,TRUE,FALSE,TRUE,FALSE
Pennsylvania,Cambria,CPV Fairview Energy Center,CPV Fairview LLC,1,TRUE,FALSE,TRUE,FALSE
Pennsylvania,Cambria,CPV Fairview Energy Center,CPV Fairview LLC,2,TRUE,FALSE,TRUE,FALSE
Pennsylvania,Cambria,CPV Fairview Energy Center,CPV Fairview LLC,3,TRUE,FALSE,TRUE,FALSE
Pennsylvania,Centre,West Campus Steam Plant,NA,1,TRUE,FALSE,FALSE,FALSE
Pennsylvania,Delaware,Chester Operations,Kimberly Clark Corp,1,TRUE,FALSE,TRUE,FALSE
Pennsylvania,Delaware,Chester Operations,Kimberly-Clark Corp,2,TRUE,FALSE,TRUE,FALSE
Pennsylvania,Delaware,Chester Operations,Kimberly-Clark Corp,3,TRUE,FALSE,TRUE,FALSE
Pennsylvania,Delaware,Chester Operations,Kimberly-Clark Corp,4,TRUE,FALSE,TRUE,FALSE
Pennsylvania,Greene,"Hill Top Energy Center, LLC","Hill Top Energy Center, LLC",1,TRUE,FALSE,TRUE,FALSE
Pennsylvania,Juniata,Perulack Compressor Station,Texas Eastern Transmission,1,FALSE,FALSE,FALSE,TRUE
Pennsylvania,Juniata,Perulack Compressor Station,Texas Eastern Transmission,2,FALSE,FALSE,FALSE,TRUE
Pennsylvania,Lackawanna,Lackawanna Energy Center,Invenergy Thermal Development LLC,1,TRUE,FALSE,TRUE,FALSE
Pennsylvania,Lackawanna,Lackawanna Energy Center,Lackawanna Energy Center LLC,2,TRUE,FALSE,TRUE,FALSE
Pennsylvania,Lackawanna,Lackawanna Energy Center,Lackawanna Energy Center LLC,3,TRUE,FALSE,TRUE,FALSE
Pennsylvania,Lawrence,Hickory Run Energy Station,Hickory Run Energy LLC,1,TRUE,FALSE,TRUE,FALSE
Pennsylvania,Lawrence,Hickory Run Energy Station,Hickory Run Energy LLC,2,TRUE,FALSE,TRUE,FALSE
Pennsylvania,Lawrence,Hickory Run Energy Station,Hickory Run Energy LLC,3,TRUE,FALSE,TRUE,FALSE
Pennsylvania,Luzerne,Moxie Freedom Generation Plant,Moxie Freedom LLC,1,TRUE,FALSE,TRUE,FALSE
